Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
JYOTISTRUC,BE,22.25,-0.22,1597.39,27.89,6.3
EBBETF0431,EQ,1210.2,-0.04,13279.64,0.52,6.3
YATHARTH,EQ,458.6,-0.32,3937.09,1.35,6.27
GOCLCORP,EQ,440,0.79,2181.19,1.44,6.27
GOKEX,EQ,809,-0.05,5127.67,0.77,6.27
ETHOSLTD,EQ,2398,1.76,5870.41,0.26,6.26
GTLINFRA,EQ,1.7,-2.86,2161.2,357.79,6.26
SBC,EQ,25.5,1.39,809.52,24.4,6.24
SUVENPHAR,EQ,633.55,-1.71,16127.96,0.97,6.23
3IINFOLTD,EQ,38.35,-1.16,649,16,6.22
ORIENTCEM,EQ,201.35,1.49,4125.03,3.1,6.21
QUICKHEAL,EQ,482.75,3.75,2583.5,1.29,6.21
BLUEJET,EQ,389.25,-0.76,6752.14,1.58,6.2
DCMSRIND,EQ,189,-1.64,1644.15,3.24,6.19
SILVER,EQ,83.3,-1.33,311.26,7.42,6.19
AWHCL,EQ,508.05,0.15,1441.95,1.22,6.17
RITCO,EQ,262.2,0.42,641.78,2.3,6.16
DEN,EQ,50.5,1.71,2409.98,12.23,6.13
GODREJAGRO,EQ,549.9,0.63,10569.68,1.11,6.12
NEWGEN,EQ,736.4,0.46,10331.09,0.82,6.1
EKC,EQ,147.55,4.35,1655.62,4.2,6.07
GALAXYSURF,EQ,2605.65,0.13,9238.27,0.23,6.06
KOLTEPATIL,EQ,532,-0.92,4043.43,1.12,6.02
MEDIASSIST,EQ,484.55,0.22,3401.7,1.24,5.99
AAATECH,EQ,137,1.48,175.73,4.45,5.95
SPANDANA,EQ,879.95,1.11,6273.82,0.68,5.94
KESORAMIND,EQ,171.9,2.57,5339.9,3.47,5.92
SALZERELEC,EQ,813.85,1.26,1414.69,0.73,5.92
ZYDUSWELL,EQ,1660,1.73,10562.94,0.36,5.91
LAXMIMACH,EQ,17075,1.06,18241.22,0.03,5.91
TI,EQ,227,1.43,4374.98,2.59,5.9
PARACABLES,EQ,80.3,1.97,2258.92,7.35,5.89
APLLTD,EQ,952,1.45,18712.81,0.62,5.86
GARFIBRES,EQ,3291,1.2,6706.46,0.18,5.82
PALASHSECU,EQ,150.3,20,150.35,3.91,5.78
PONNIERODE,EQ,440.4,4.68,378.67,1.3,5.75
LOKESHMACH,EQ,455.8,0,843.08,1.25,5.72
FLAIR,EQ,308.55,-1.04,3251.97,1.86,5.71
HPAL,EQ,106.95,5.63,982.6,5.32,5.69
WINDLAS,EQ,569,2.91,1183.44,1,5.69
ORISSAMINE,EQ,6665,1.04,3999,0.08,5.65
ACCELYA,EQ,1751,-1.68,2613.59,0.32,5.65
GOLDIAM,EQ,175.1,2.07,1869.98,3.21,5.65
EPL,EQ,178.7,0.82,5690.45,3.15,5.63
GABRIEL,EQ,345.8,0.54,4967.21,1.62,5.62
ENDURANCE,EQ,1846,-0.06,25966.36,0.3,5.62
MINDACORP,EQ,404.75,-0.06,9676.74,1.38,5.58
ALPL30IETF,EQ,267.01,1.3,897.4,2.08,5.55
ARVINDFASN,EQ,454.2,1,6039.03,1.21,5.53
HINDWAREAP,EQ,381.7,-2.92,2759.55,1.43,5.53
ROSSARI,EQ,752.8,3.57,4158.92,0.74,5.51
GREENPLY,EQ,263,-0.72,3253.27,2.07,5.49
SWARAJENG,EQ,2452.1,0.69,2978.63,0.22,5.48
HCG,EQ,363.25,-1.41,5059.7,1.5,5.48
GAEL,EQ,165.8,2.54,7604.76,3.32,5.44
VTL,EQ,457.8,-0.35,13238.42,1.19,5.43
DATAMATICS,EQ,601,0.92,3546.14,0.9,5.42
BAJAJELEC,EQ,951,0.42,10955.15,0.57,5.4
KELLTONTEC,EQ,99.5,1.12,969.15,5.43,5.39
JINDRILL,EQ,775,0.26,2246.04,0.7,5.38
KSL,EQ,858,0.86,3745.43,0.62,5.35
SHOPERSTOP,EQ,710,-0.16,7806.41,0.75,5.34
PGINVIT,IV,98,-0.23,8917.99,5.43,5.33
JYOTHYLAB,EQ,416.4,1.52,15290.57,1.28,5.32
GULPOLY,EQ,209.3,2.6,1305.42,2.49,5.21
UDS,EQ,307.8,0.21,2060.67,1.68,5.21
RELAXO,EQ,815,0.1,20288.49,0.64,5.19
TEGA,EQ,1445.05,0.36,9614.71,0.36,5.19
DYCL,EQ,438.15,-2.22,964.54,1.17,5.17
WSTCSTPAPR,EQ,616,1.94,4068.61,0.83,5.09
ATFL,EQ,730,1.38,1778.96,0.7,5.07
GREENPANEL,EQ,316,-0.11,3875.03,1.6,5.07
PAR,EQ,286.5,2.84,352.53,1.75,5.05
SHREDIGCEM,EQ,113.1,0.4,1667.17,4.42,5.02
NRBBEARING,EQ,320.85,-0.59,3109.76,1.55,5.02
ADSL,EQ,138.15,2.91,763.9,3.61,4.97
NGLFINE,EQ,2597,2.24,1604.43,0.19,4.97
DEEPINDS,EQ,298,0.27,1907.2,1.65,4.96
SAKHTISUG,EQ,37.4,8.09,444.5,13.38,4.95
ICRA,EQ,5151,-1.68,4971.35,0.09,4.94
SAURASHCEM,EQ,128.25,3.18,1422.63,3.86,4.93
ONMOBILE,EQ,81.2,2.78,862.46,6.09,4.93
VARROC,EQ,507.25,-0.33,7750.09,0.96,4.92
VENKEYS,EQ,1776.7,0.98,2502.9,0.27,4.88
GANECOS,EQ,1065.1,1.98,2699.71,0.46,4.88
BIKAJI,EQ,515,-1.14,12894.68,0.94,4.87
GOCOLORS,EQ,1143,-1.77,6173.23,0.43,4.87
TARC,EQ,160.95,0.59,4749.58,3.01,4.86
MONTECARLO,EQ,638,2.01,1322.71,0.76,4.85
RATNAVEER,EQ,128.75,3.04,624.43,3.73,4.79
HARSHA,EQ,425,1.97,3869.37,1.12,4.76
KANSAINER,EQ,272.5,-0.31,22028.34,1.74,4.76
PCJEWELLER,EQ,54.75,1.67,2548.09,8.59,4.71
STEL,EQ,324,4.57,597.96,1.38,4.7
JSLL,SM,1070,2.57,2660.04,0.43,4.69
WALCHANNAG,BE,230.4,4.99,1060.15,2.06,4.69
SNOWMAN,EQ,69,1.25,1152.91,6.79,4.69
MEDPLUS,EQ,687.1,-1.05,8213.38,0.67,4.65
GENSOL,EQ,928.55,5,3516.69,0.5,4.63
LAWSIKHO,SM,289,6.52,459.79,1.58,4.61
MEGATHERM,SM,340,7.58,640.58,1.38,4.61
REFEX,EQ,163.5,4.98,1809.64,2.81,4.6
ENIL,EQ,270.1,3.13,1287.58,1.69,4.58
NPST,SM,1271.55,5,2465.03,0.36,4.56
CHEMPLASTS,EQ,491,2.38,7763.18,0.92,4.55
LANDMARK,EQ,763.25,-1.33,3154.28,0.59,4.53
ISMTLTD,EQ,101.15,-0.25,3039.57,4.44,4.53
SANDHAR,EQ,517.85,-1.61,3116.98,0.86,4.5
JPOLYINVST,EQ,732,12.08,769.47,0.62,4.49
754GS2036,GS,105.5,-0.35,157195,4.2,4.44
CARERATING,EQ,1080.15,0.02,3224.48,0.41,4.43
INDSWFTLAB,EQ,118.2,-0.34,698.41,3.72,4.42
PHARMABEES,EQ,19.04,1.55,653.85,23.27,4.41
JLHL,EQ,1224.65,-0.24,8029.54,0.36,4.41
DHANBANK,BE,44.05,-0.68,1114.52,9.99,4.41
THYROCARE,EQ,642.5,1.6,3402.21,0.68,4.41
KDDL,EQ,2539.45,0.69,3183.74,0.17,4.4
SUDARSCHEM,EQ,631,0.2,4368.24,0.69,4.38
TVSSRICHAK,EQ,4127.25,-0.78,3160.26,0.11,4.36
VRLLOG,EQ,557,0.04,4872,0.77,4.35
AVALON,EQ,521.5,0.71,3426.92,0.83,4.34
SHERA,SM,202.7,5.19,461.92,2.18,4.33
INTLCONV,EQ,88.5,2.73,560.9,4.88,4.33
WSI,EQ,159,5.05,747.48,2.76,4.33
TVSELECT,EQ,300.5,-1.75,560.44,1.42,4.31
KCPSUGIND,EQ,38.95,6.42,441.63,11.1,4.31
MATRIMONY,EQ,588.1,0.44,1309.14,0.73,4.29
INDOTECH,EQ,1819.5,5,1932.31,0.24,4.28
SBCL,EQ,578.45,1.98,3332.11,0.74,4.28
APTECHT,EQ,236.5,0.9,1371.54,1.81,4.27
KALAMANDIR,EQ,210.25,-1.96,3224.52,2,4.25
ACLGATI,EQ,106,2.81,1380.67,3.97,4.23
SGBDE31III,GB,7225,-2.06,8747.17,0.06,4.22
LOWVOLIETF,EQ,19.26,1.1,2717.46,21.71,4.17
SETFGOLD,EQ,63.47,-1.15,2352.12,6.53,4.15
PARKHOTELS,EQ,199,-0.3,4246.15,2.07,4.15
BIOFILCHEM,EQ,75.25,11.32,122.46,5.64,4.14
DIVGIITTS,EQ,835,0.69,2553.67,0.5,4.12
TTKPRESTIG,EQ,704.9,1.45,9770.9,0.59,4.11
BASILIC,SM,414.75,3.64,963.88,1,4.11
5PAISA,EQ,549,-0.01,1712.38,0.74,4.1
BHAGCHEM,EQ,1950,3.25,2029.07,0.21,4.07
ARMANFIN,EQ,1970,0.38,1928.11,0.2,4.07
CANARYS,SM,54.8,-4.11,307.89,7.08,4.05
DAVANGERE,EQ,91,3.53,856.17,4.47,4.05
NAMAN,SM,135,-1.14,142.4,2.91,4.02
BODALCHEM,EQ,78.6,0.96,988.71,5.09,4.01
TIPSINDLTD,EQ,464,-0.09,5958.99,0.86,4
SHALBY,EQ,274,2.76,2959.47,1.46,4
PRAKASH,EQ,168.45,2.65,3016.63,2.37,3.99
HITECHGEAR,EQ,1221.6,5,2293.94,0.33,3.99
OMINFRAL,EQ,138.15,6.39,1330.44,2.93,3.98
PNBGILTS,EQ,108.8,1.97,1958.51,3.66,3.98
SERVOTECH,EQ,88.4,1.67,1879.86,4.5,3.96
DODLA,EQ,922,2.06,5485.23,0.43,3.96
BIRLAMONEY,BE,121.1,3.42,684.33,3.26,3.95
SAKSOFT,EQ,286.05,1.94,3033.3,1.37,3.91
RISHABH,EQ,438.9,2.13,1676.82,0.89,3.89
AETHER,EQ,830.1,-0.22,11003,0.46,3.85
WANBURY,EQ,159.6,5,522.62,2.44,3.85
ELDEHSG,EQ,1106,-2.08,1087.53,0.34,3.83
BHINVIT,IV,106.8,-0.21,4730.58,3.58,3.83
AEROFLEX,EQ,143.5,0.99,1855.75,2.65,3.82
REDTAPE,EQ,701,-0.52,9687.95,0.54,3.8
AXITA,EQ,23.8,5.31,620.89,16.21,3.77
AARTISURF,EQ,674,3.54,630.24,0.56,3.75
IGARASHI,EQ,483,2.17,1520.24,0.78,3.75
RANASUG,EQ,22.65,2.03,347.83,16.45,3.74
GPTHEALTH,EQ,167.2,-1.62,1371.96,2.19,3.73
IWEL,BE,6442.1,5,7761.17,0.06,3.73
SUPRAJIT,EQ,425.25,0.78,5888.05,0.87,3.7
ROLEXRINGS,EQ,1853,-1.17,5046.33,0.2,3.69
SURANASOL,EQ,42.95,-2.72,211.34,8.39,3.68
ERIS,EQ,883,0.9,12012.99,0.42,3.67
HDFCSML250,EQ,154.25,1.28,255,2.39,3.67
ESSARSHPNG,EQ,31.3,-0.48,647.84,11.37,3.67
GRMOVER,EQ,144,6.9,864,2.56,3.67
GOLD1,EQ,62.07,-0.77,4044.71,5.89,3.65
LGBBROSLTD,EQ,1301,2.2,4084.15,0.28,3.65
GANDHAR,EQ,219,1.3,2143.35,1.67,3.64
AARTECH,EQ,225.9,4.7,239.23,1.6,3.62
SILVERTUC,EQ,694,0.87,880.06,0.52,3.61
RAMKY,EQ,605.8,0.81,4192,0.6,3.6
AUTOAXLES,EQ,1863.65,0.47,2816.34,0.19,3.57
MOS,SM,179.6,2.45,447.84,1.98,3.57
AARTIDRUGS,EQ,494.45,-0.11,4545.73,0.72,3.57
SIRCA,EQ,318,-0.55,1742.92,1.11,3.57
FMGOETZE,EQ,377,0.61,2097.33,0.95,3.55
AVADHSUGAR,EQ,587,2.53,1175.08,0.6,3.53
NCLIND,EQ,207.3,0.75,937.68,1.71,3.52
WINDMACHIN,EQ,91.95,-0.16,597.05,3.76,3.51
MHRIL,EQ,401.4,0.43,8106.35,0.87,3.5
DREDGECORP,BE,819,-0.04,2293.2,0.43,3.49
RAMCOIND,EQ,231.5,1.31,2009.63,1.5,3.49
E2E,BE,1044.65,5,1512.14,0.33,3.47
TIIL,EQ,2250,1.25,5166.38,0.15,3.45
PFS,BE,40.9,3.54,2626.94,8.32,3.43
BLISSGVS,EQ,115.7,5.18,1211.27,2.98,3.42
DALMIASUG,EQ,379.1,4.39,3068.41,0.91,3.4
KBCGLOBAL,EQ,1.9,2.7,208.43,180.11,3.39
INSECTICID,EQ,558,4.53,1651.56,0.61,3.39
MAXESTATES,EQ,292,1.92,4296.33,1.15,3.38
UNICHEMLAB,EQ,590,2.02,4153.94,0.57,3.37
VISAKAIND,EQ,108,2.96,933.17,3.12,3.36
BIRET,RR,254.57,-0.21,11177.79,1.32,3.35
IKIO,EQ,296,1.09,2287.51,1.13,3.35
DOLLAR,EQ,552,1.7,3130.73,0.6,3.34
INDIGOPNTS,EQ,1323,0.82,6300.26,0.25,3.34
EMIL,EQ,203.8,2.41,7841.18,1.64,3.31
TAJGVK,EQ,367.55,1.87,2304.59,0.91,3.31
HIL,EQ,2668.6,0.22,2012.36,0.12,3.31
JAYBARMARU,EQ,114.45,1.33,1238.92,2.85,3.3
BLKASHYAP,EQ,67.3,3.86,1517.21,4.95,3.29
ZEEMEDIA,EQ,11,0.92,687.97,29.96,3.29
GREENPOWER,BE,20.75,1.22,2035,15.84,3.29
NESCO,EQ,820,2.71,5777.72,0.4,3.27
ATAM,EQ,202,8.72,213.07,1.62,3.27
ANMOL,EQ,42.4,0.36,241.32,7.7,3.26
POCL,EQ,717.8,10,834.43,0.46,3.26
INDOCO,EQ,329.5,-0.42,3037.4,0.99,3.26
URJA,BE,21.65,0.46,1137.61,15.02,3.25
ATULAUTO,EQ,495,1.35,1373.69,0.66,3.25
FIEMIND,EQ,1140,0.49,3000.44,0.28,3.25
GSLSU,EQ,225.8,4.85,956.98,1.43,3.25
RKSWAMY,EQ,280.1,3.11,1413.87,1.17,3.25
MADRASFERT,EQ,89.9,3.57,1448.3,3.63,3.24
JUNIPER,EQ,465.8,-0.43,10364.16,0.69,3.24
DONEAR,EQ,107.6,2.72,559.52,3,3.23
MAYURUNIQ,EQ,503.65,0.93,2213.67,0.64,3.23
CREATIVE,EQ,770.05,4.78,1086.82,0.43,3.23
HERCULES,EQ,519,4.59,1660.8,0.64,3.22
JAGSNPHARM,EQ,335,5.28,882.32,0.96,3.21
NDL,EQ,42.75,-1.27,616.23,7.34,3.2
GRWRHITECH,EQ,1690,-0.24,3926.27,0.19,3.13
HEIDELBERG,EQ,200.5,2.35,4543.59,1.57,3.13
TRACXN,EQ,96,-0.05,993.99,3.23,3.12
MAXPOSURE,SM,88.65,5.66,201.6,3.52,3.11
MUKKA,EQ,36.25,0.42,1087.5,8.53,3.11
KIMS,EQ,1974.9,1.48,15804.69,0.16,3.1
PGHL,EQ,4700,0.11,7801.71,0.07,3.09
SADHAV,SM,210,0.55,301.4,1.45,3.09
EIMCOELECO,BE,2025.3,5,1168.27,0.15,3.08
NAVNETEDUL,EQ,150.6,1.21,3406.77,2.04,3.08
BOROLTD,EQ,359.45,0.33,4118.65,0.85,3.07
KKCL,EQ,687.1,-1.21,4234.27,0.44,3.06
RANEHOLDIN,EQ,1264.85,3.59,1805.93,0.24,3.06
CARTRADE,EQ,687,1.19,3221.19,0.45,3.06
STERTOOLS,EQ,354,-2.14,1275.26,0.85,3.05
KOPRAN,EQ,259.5,0.95,1251.12,1.17,3.05
TIDEWATER,EQ,1605.9,1.29,2798.12,0.19,3.05
SHANKARA,EQ,692,0.07,1678.05,0.44,3.02
ASAHIINDIA,EQ,579,0.61,14074.91,0.52,3.02
KIRIINDUS,EQ,364.5,2.55,1889.36,0.83,3.01
VISHNU,EQ,299.9,-0.25,1965.16,1,3.01
SILGO,EQ,38.25,13.17,70.75,7.69,3
VERTOZ,BE,800,-2.03,1437.6,0.37,3
ARVSMART,EQ,687.65,0.54,3118.08,0.44,3
HMAAGRO,EQ,63.3,0.48,3169.87,4.67,2.98
MASFIN,EQ,292.6,1.49,4798.23,1.01,2.97
SPARC,BE,315.95,-4.99,10252.57,0.93,2.93
KUANTUM,EQ,151.4,0.46,1321.17,1.96,2.93
ASTEC,EQ,1260.7,1.48,2472.13,0.23,2.93
SPENCERS,EQ,103.45,4.71,932.42,2.91,2.92
WESTLIFE,EQ,812.9,-0.08,12652.29,0.36,2.92
GANESHBE,EQ,172.5,-0.35,1241.82,1.68,2.91
KERNEX,EQ,545,-0.47,913.39,0.54,2.91
PVSL,EQ,241,-0.17,1715.88,1.19,2.9
INDIAGLYCO,EQ,841.7,1.37,2606.03,0.34,2.89
OMAXE,EQ,91.9,-1.55,1680.86,3.12,2.89
FCSSOFT,EQ,4.05,2.53,692.37,71.51,2.88
KOTYARK,SM,1109.95,-0.06,1140.93,0.26,2.88
GFLLIMITED,EQ,83.2,4.85,913.95,3.4,2.85
JINDALPOLY,EQ,547.9,3.16,2399.06,0.52,2.85
ASIANTILES,EQ,62.65,3.3,794.06,4.57,2.84
SJLOGISTIC,SM,324.45,-0.7,469.91,0.86,2.84
VIKASLIFE,BE,5.15,3,831.81,55.18,2.84
TVSHLTD,EQ,8280,0.6,16752.18,0.03,2.83
EMKAY,EQ,149.7,-3.29,369.68,1.89,2.83
VSTL,EQ,296.15,1.6,561.57,0.96,2.82
LUXIND,EQ,1141,0.81,3431.18,0.25,2.82
XPROINDIA,EQ,1073.95,-2.68,2366.41,0.26,2.82
GICHSGFIN,EQ,213.8,0.85,1151.34,1.32,2.82
ONWARDTEC,EQ,489.6,1.03,1102.56,0.56,2.78
AUTOBEES,EQ,221.8,1.2,166.41,1.26,2.78
OCCL,EQ,770,-1.04,769.24,0.36,2.78
SETFNIFBK,EQ,484.35,0.84,274.62,0.57,2.77
BHAGYANGR,EQ,118.7,4.67,379.78,2.32,2.75
JITFINFRA,BE,642.85,-2.43,1652.36,0.43,2.75
HDFCSILVER,EQ,80.64,-1.48,160.24,3.41,2.75
SINDHUTRAD,EQ,26.05,0,4016.72,10.53,2.75
LTGILTBEES,EQ,25.36,0.04,1711.21,10.83,2.75
GUJALKALI,EQ,804,0.96,5904.33,0.34,2.75
SATINDLTD,EQ,99.5,-0.2,1125.2,2.76,2.74
ROHLTD,EQ,400,0.26,1097.01,0.68,2.74
MUKANDLTD,EQ,168.25,0.03,2431.14,1.62,2.73
RUSHIL,EQ,315,4.58,836.06,0.87,2.72
STOVEKRAFT,EQ,430,-0.34,1421.23,0.63,2.7
KSOLVES,EQ,1092.1,-0.61,1294.79,0.25,2.7
NDTV,EQ,218.15,0.28,1406.44,1.23,2.69
INDIGRID,IV,136.14,-0.02,10668.93,1.98,2.69
KOTARISUG,EQ,59,4.42,489.04,4.5,2.66
WTICAB,SM,199,0.18,473.86,1.31,2.65
RML,EQ,828,0.34,1346.76,0.32,2.65
TCIEXP,EQ,1055,-0.03,4045.13,0.25,2.64
ESCONET,SM,179.95,4.99,222.42,1.5,2.61
VIKASECO,EQ,4,1.27,555.34,65.22,2.6
SPLPETRO,EQ,649,1.29,12203.88,0.4,2.6
ADORWELD,EQ,1470,2.51,1998.97,0.18,2.6
ASALCBR,EQ,550.65,-2.05,995.53,0.47,2.6
GVKPIL,EQ,10.85,1.88,1712.8,23.98,2.6
SHAKTIPUMP,BE,1677.5,5,3360.89,0.15,2.59
SUVEN,BE,104.8,-1.27,2285.41,2.47,2.59
RAJSREESUG,EQ,63.45,2.09,210.25,4,2.58
NAHARINDUS,EQ,133,7.47,574.63,1.95,2.57
RUSTOMJEE,EQ,668.1,-0.76,7608.87,0.38,2.57
SCML,SM,97.15,1.57,104.53,2.54,2.56
MOLDTECH,EQ,219.95,1.88,628.28,1.16,2.56
ASTRAZEN,EQ,5201,0.22,13002.5,0.05,2.56
PENINLAND,EQ,50.5,2.54,1558.94,5.05,2.54
XCHANGING,EQ,121.15,0.54,1349.66,2.07,2.52
NIITLTD,EQ,106,0.71,1431.69,2.36,2.5
TATAGOLD,EQ,7.25,-0.41,106.31,34.28,2.49
PANAMAPET,EQ,342.5,1.3,2071.91,0.72,2.46
STEELXIND,EQ,14,1.45,1321.34,17.6,2.46
MENONBE,EQ,133.4,6.85,747.57,1.87,2.46
NECCLTD,EQ,27.45,-1.79,261.41,8.52,2.46
KAMATHOTEL,EQ,287.1,-0.38,707.78,0.85,2.45
AXISCADES,EQ,625,1.87,2620.23,0.39,2.43
PDSL,EQ,458,-0.83,6041.16,0.52,2.39
NEOGEN,EQ,1374.95,1.21,3627.35,0.17,2.39
RUPA,EQ,262.5,0.4,2087.52,0.91,2.38
DBOL,EQ,139,3.85,922.79,1.73,2.38
MONARCH,EQ,605,1.2,2049.11,0.39,2.37
SHARDACROP,EQ,372,4.09,3356.2,0.64,2.36
OSWALGREEN,EQ,34.95,1.9,897.55,6.7,2.36
HARIOMPIPE,EQ,565,0.98,1630.88,0.42,2.36
BANCOINDIA,EQ,612.35,0.34,4379.44,0.38,2.34
MINDSPACE,RR,345,0.89,20459.13,0.68,2.33
PVP,EQ,32.2,2.88,838.5,7.27,2.32
UFO,EQ,141.5,-1.43,545.92,1.61,2.3
UNIVASTU,EQ,167.05,-0.74,189.85,1.34,2.3
BHARATWIRE,EQ,305.15,4.99,2076.3,0.76,2.3
OPTIEMUS,EQ,271.6,-0.13,2331.88,0.84,2.29
JAGRAN,EQ,102,2.98,2220.07,2.27,2.29
FMCGIETF,EQ,557,0.97,134.99,0.41,2.27
TRF,BE,509.05,4.99,560.18,0.45,2.27
RADHIKAJWE,EQ,65.5,0.77,772.9,3.46,2.27
BARBEQUE,EQ,558.15,1.27,2180.74,0.41,2.26
BLBLIMITED,BE,21.5,-4.87,113.66,10.11,2.26
UNIPARTS,EQ,552,0.62,2491.38,0.4,2.25
EXCELINDUS,EQ,906,3.04,1138.9,0.25,2.25
PHANTOMFX,SM,452.1,-2.56,613.92,0.49,2.24
MARATHON,EQ,439.4,0.05,2248.47,0.51,2.24
ATL,EQ,58.8,0.26,1444.69,3.79,2.24
PPL,EQ,379.1,0.77,906.74,0.59,2.23
AKZOINDIA,EQ,2420,0.57,11020.76,0.09,2.23
STYRENIX,EQ,1534.6,-0.33,2698.69,0.14,2.23
LAOPALA,EQ,320.95,-0.17,3562.55,0.69,2.23
GRINDWELL,EQ,2052,0.52,22719.74,0.11,2.23
TCI,EQ,859.7,0.44,6683.68,0.26,2.22
VLEGOV,BE,68.45,1.63,725.24,3.28,2.22
VIRINCHI,EQ,35.9,1.84,337.33,6.15,2.2
PITTIENG,EQ,818.45,2.22,2623.14,0.27,2.2
SWELECTES,EQ,1331.85,5,2018.92,0.16,2.19
TARACHAND,EQ,311.5,-1.27,440.62,0.68,2.17
MOTISONS,EQ,162.25,-0.06,1597.29,1.33,2.17
NETWORK18,BE,87.1,-0.57,9118.92,2.5,2.17
MANAKCOAT,EQ,41.05,9.91,304.87,5.37,2.16
HIMATSEIDE,EQ,135.7,2.61,1336.06,1.6,2.16
KODYTECH,SM,843.2,-4.99,537.44,0.25,2.16
POKARNA,EQ,474.9,1.59,1472.38,0.45,2.14
EIHAHOTELS,EQ,742.05,0.45,2260.89,0.29,2.13
KRISHNADEF,SM,434.95,-3.72,534.73,0.48,2.13
ALUWIND,ST,46.65,4.95,115.91,4.59,2.13
SYNCOMF,BE,13.15,4.78,1236.1,16.26,2.12
TCL,SM,174,0.58,402.46,1.22,2.12
MUFTI,EQ,185,0.52,1192.9,1.13,2.11
PRECAM,EQ,212.95,2.48,2022.72,1,2.11
PRUDENT,EQ,1414.8,1.79,5858.22,0.15,2.11
GUFICBIO,EQ,299.9,1.13,3007.32,0.71,2.1
SARVESHWAR,BE,9.2,1.66,883.7,22.67,2.07
MVGJL,EQ,260,5.09,1270.03,0.81,2.07
DPWIRES,EQ,531.2,-0.39,823.38,0.38,2.05
SONAMAC,SM,138,7.23,189.39,1.47,2.04
MWL,SM,158.2,19.98,387.6,1.28,2.03
AVG,EQ,552,2.34,649.99,0.37,2.03
FDC,EQ,449,0.07,7310.17,0.45,2.02
TARSONS,EQ,455,-0.13,2420.89,0.44,2
TNPL,EQ,258.3,1.67,1787.71,0.77,2
ZUARI,EQ,193.9,0.83,815.5,1.03,1.99
VSTTILLERS,EQ,3332,-1.28,2878.69,0.06,1.99
SPECTRUM,SM,1280,-9.81,1997.64,0.15,1.99
BPL,EQ,99.95,2.94,489.51,1.98,1.97
TATVA,EQ,1247,2.63,2916.99,0.16,1.97
SRM,EQ,201.45,0.83,462.21,0.98,1.96
EBBETF0433,EQ,1103.07,-0.28,5596.37,0.18,1.95
HIGREEN,SM,196,5.21,489.8,0.99,1.94
PRECWIRE,EQ,127.7,3.07,2281.46,1.51,1.92
ABSLLIQUID,EQ,1000.01,0,54.83,0.19,1.91
YASHO,EQ,1899,0.64,2164.71,0.1,1.9
TBZ,EQ,123.95,-1.94,827.13,1.5,1.88
SILINV,EQ,509,4.15,539.33,0.36,1.86
WEL,EQ,1033.1,5,1384.44,0.18,1.86
SPORTKING,EQ,840.35,-2.14,1067.85,0.21,1.85
HITECHCORP,EQ,229.95,11.82,394.96,0.82,1.85
INDIANHUME,EQ,270.25,2.66,1423.72,0.67,1.84
SYSTANGO,SM,306.95,5.32,450.26,0.6,1.84
TRIGYN,EQ,119,3.25,366.35,1.53,1.83
BSLGOLDETF,EQ,64.31,-2.29,791.55,2.77,1.81
DCMSHRIRAM,EQ,918.75,0.83,14327.2,0.2,1.8
HMVL,EQ,112.2,0.27,826.59,1.58,1.8
NILKAMAL,EQ,1859.95,0.7,2775.52,0.1,1.79
SKMEGGPROD,EQ,281.25,1.02,740.53,0.63,1.78
IGPL,EQ,513.5,0.48,1581.32,0.35,1.78
TEMBO,EQ,228,-6.1,253.17,0.76,1.77
PASHUPATI,SM,99.05,-5.85,151.39,1.7,1.76
PAVNAIND,BE,563.05,5,685.84,0.32,1.76
ANDHRAPAP,EQ,494.95,1.13,1968.42,0.35,1.75
RGL,EQ,115.5,0.52,1110.32,1.49,1.75
ITIETF,EQ,35.63,0.93,410.85,4.92,1.74
MARINE,EQ,97.3,4.96,1284.99,1.81,1.74
MAANALU,EQ,154,1.45,832.91,1.13,1.73
HNDFDS,EQ,499,0.64,5717.21,0.34,1.73
MIDCAPETF,EQ,18.45,0.87,649.66,9.38,1.73
APEX,EQ,212.9,0.26,665.31,0.81,1.72
ALPEXSOLAR,SM,512,4.99,1253.04,0.34,1.72
WHEELS,EQ,590,1.93,1441.55,0.29,1.72
CANTABIL,EQ,212.5,-0.84,1777.31,0.8,1.72
DCG,ST,88.2,-3.66,160.08,1.93,1.72
GALLANTT,BE,263.15,4.99,6349.31,0.65,1.71
GHCLTEXTIL,EQ,83.1,2.34,794.32,2.05,1.7
MMP,EQ,290.6,7.33,738.2,0.59,1.7
BLUEPEBBLE,SM,335,11.97,136.68,0.53,1.69
SCHAND,EQ,227.95,-0.28,802.78,0.74,1.69
PSUBNKIETF,EQ,72.15,3.46,53,2.37,1.68
HNGSNGBEES,EQ,255,0.75,487.35,0.66,1.68
BANKIETF,EQ,48.49,1,3200.3,3.48,1.68
RADIANTCMS,EQ,87.6,-1.18,934.76,1.9,1.68
KITEX,EQ,197,1.76,1310.05,0.86,1.68
GOKULAGRO,EQ,114.1,0.26,1683.47,1.45,1.68
KHAICHEM,EQ,74.05,-0.4,718.21,2.23,1.67
CAPITALSFB,EQ,345,-2.35,1553.97,0.48,1.67
DIAMONDYD,EQ,893.7,-0.28,2133.57,0.19,1.67
ANDHRSUGAR,EQ,105.8,0.62,1433.96,1.57,1.67
